symbol,name,currency,summary,category_group,category,exchange,mic
^NQDMXUS55AUDT,NASDAQ DM Ex US Basic Materials,AUD,"The NASDAQ DM Ex US Basic Materials Index tracks the performance of basic materials companies in developed markets, excluding the United States, and is denominated in Australian Dollars. The index represents the basic materials sector within this specific geographic and currency scope. The index reflects the total return.",Materials,Materials,NIM,
^NQDMXUS55CAD,NASDAQ DM Ex US Basic Materials,CAD,"The NASDAQ DM Ex US Basic Materials CAD Index aims to track the performance of the Basic Materials sector in developed markets, excluding the United States, calculated in Canadian Dollars. It represents the returns generated by basic materials companies in these developed markets. The index focuses on a specific sector within developed markets.",Materials,Materials,NIM,
^NQDMXUS55CADN,NASDAQ DM Ex US Basic Materials,CAD,"The NASDAQ DM Ex US Basic Materials Index tracks the performance of basic materials companies in developed markets, excluding the United States, and is denominated in Canadian Dollars. The index represents the basic materials sector within this specific geographic and currency scope. The index reflects the net total return.",Materials,Materials,NIM,
^NQDMXUS55CADT,NASDAQ DM Ex US Basic Materials,CAD,"The NASDAQ DM Ex US Basic Materials Index tracks the performance of basic materials companies in developed markets, excluding the United States, and is denominated in Canadian Dollars. The index represents the basic materials sector within this specific geographic and currency scope. The index reflects the total return.",Materials,Materials,NIM,
^NQDMXUS55EUR,NASDAQ DM Ex US Basic Materials,EUR,"The NASDAQ DM Ex US Basic Materials EUR Index aims to track the performance of the Basic Materials sector in developed markets, excluding the United States, calculated in Euros. It represents the returns generated by basic materials companies in these developed markets. The index focuses on a specific sector within developed markets.",Materials,Materials,NIM,
^NQDMXUS55EURN,NASDAQ DM Ex US Basic Materials,EUR,"The NASDAQ DM Ex US Basic Materials Index tracks the performance of basic materials companies in developed markets, excluding the United States, and is denominated in Euros. The index represents the basic materials sector within this specific geographic and currency scope. The index reflects the net total return.",Materials,Materials,NIM,
^NQDMXUS55EURT,NASDAQ DM Ex US Basic Materials,EUR,"The NASDAQ DM Ex US Basic Materials Index tracks the performance of basic materials companies in developed markets, excluding the United States, and is denominated in Euros. The index represents the basic materials sector within this specific geographic and currency scope. The index reflects the total return.",Materials,Materials,NIM,
^NQDMXUS55GBP,NASDAQ DM Ex US Basic Materials,GBP,"The NASDAQ DM Ex US Basic Materials GBP Index aims to track the performance of the Basic Materials sector in developed markets, excluding the United States, calculated in British Pounds. It represents the returns generated by basic materials companies in these developed markets. The index focuses on a specific sector within developed markets.",Materials,Materials,NIM,
^NQDMXUS55GBPN,NASDAQ DM Ex US Basic Materials,GBP,"The NASDAQ DM Ex US Basic Materials Index tracks the performance of basic materials companies in developed markets, excluding the United States, and is denominated in British Pounds. The index represents the basic materials sector within this specific geographic and currency scope. The index reflects the net total return.",Materials,Materials,NIM,
^NQDMXUS55GBPT,NASDAQ DM Ex US Basic Materials,GBP,"The NASDAQ DM Ex US Basic Materials Index tracks the performance of basic materials companies in developed markets, excluding the United States, and is denominated in British Pounds. The index represents the basic materials sector within this specific geographic and currency scope. The index reflects the total return.",Materials,Materials,NIM,
^NQDMXUS55JPY,NASDAQ DM Ex US Basic Materials,JPY,"The NASDAQ DM Ex US Basic Materials JPY Index aims to track the performance of the Basic Materials sector in developed markets, excluding the United States, calculated in Japanese Yen. It represents the returns generated by basic materials companies in these developed markets. The index focuses on a specific sector within developed markets.",Materials,Materials,NIM,
^NQDMXUS55JPYN,NASDAQ DM Ex US Basic Materials,JPY,"The NASDAQ DM Ex US Basic Materials Index tracks the performance of basic materials companies in developed markets, excluding the United States, and is denominated in Japanese Yen. The index represents the basic materials sector within this specific geographic and currency scope. The index reflects the net total return.",Materials,Materials,NIM,
^NQDMXUS55JPYT,NASDAQ DM Ex US Basic Materials,JPY,"The NASDAQ DM Ex US Basic Materials Index tracks the performance of basic materials companies in developed markets, excluding the United States, and is denominated in Japanese Yen. The index represents the basic materials sector within this specific geographic and currency scope. The index reflects the total return.",Materials,Materials,NIM,
^NQDMXUS55N,NASDAQ DM Ex US Basic Materials,USD,"The NASDAQ DM Ex US Basic Materials NTR Index is designed to represent the performance of companies in the Basic Materials sector within developed markets, excluding the United States, on a net total return basis. It aims to capture the returns after deducting withholding taxes and other relevant expenses. The index focuses on a specific sector within developed markets.",Materials,Materials,NIM,
^NQDMXUS55T,NASDAQ DM Ex US Basic Materials,USD,"The NASDAQ DM Ex US Basic Materials TR Index is designed to represent the performance of companies in the Basic Materials sector within developed markets, excluding the United States, on a total return basis. It aims to capture the total return including dividends. The index focuses on a specific sector within developed markets.",Materials,Materials,NIM,
^NQDMXUS60,Nasdaq DM Ex US Energy Index,USD,"The Nasdaq DM Ex US Energy Index is designed to track the performance of companies within the energy sector, excluding the United States. It represents the performance of energy companies located in developed markets, excluding the US. The index serves as a benchmark for investors interested in the energy sector in developed markets outside of the United States.",Energy,Energy,NIM,
^NQDMXUS60AUD,Nasdaq DM Ex US Energy AUD Inde,AUD,"The Nasdaq DM Ex US Energy AUD Index tracks the performance of companies in the Energy sector within developed markets, excluding the United States, calculated in Australian Dollars. It aims to reflect the performance of companies involved in oil, gas, and other energy-related activities. The index focuses on a specific sector within developed markets.",Energy,Energy,NIM,
^NQDMXUS60AUDN,Nasdaq DM Ex US Energy AUD NTR ,AUD,"The Nasdaq DM Ex US Energy AUD NTR Index tracks the performance of energy companies in developed markets, excluding the United States, and is denominated in Australian Dollars. The index represents the energy sector within this specific geographic and currency scope. The index reflects the net total return.",Energy,Energy,NIM,
^NQDMXUS60AUDT,Nasdaq DM Ex US Energy AUD TR I,AUD,"The Nasdaq DM Ex US Energy AUD TR I Index tracks the performance of energy companies in developed markets, excluding the United States, and is denominated in Australian Dollars. The index represents the energy sector within this specific geographic and currency scope. The index reflects the total return.",Energy,Energy,NIM,
^NQDMXUS60CAD,Nasdaq DM Ex US Energy CAD Inde,CAD,"The Nasdaq DM Ex US Energy CAD Index tracks the performance of companies in the Energy sector within developed markets, excluding the United States, calculated in Canadian Dollars. It aims to reflect the performance of companies involved in oil, gas, and other energy-related activities. The index focuses on a specific sector within developed markets.",Energy,Energy,NIM,
^NQDMXUS60CADN,Nasdaq DM Ex US Energy CAD NTR ,CAD,"The Nasdaq DM Ex US Energy CAD NTR Index tracks the performance of energy companies in developed markets, excluding the United States, and is denominated in Canadian Dollars. The index represents the energy sector within this specific geographic and currency scope. The index reflects the net total return.",Energy,Energy,NIM,
^NQDMXUS60CADT,Nasdaq DM Ex US Energy CAD TR I,CAD,"The Nasdaq DM Ex US Energy CAD TR I Index tracks the performance of energy companies in developed markets, excluding the United States, and is denominated in Canadian Dollars. The index represents the energy sector within this specific geographic and currency scope. The index reflects the total return.",Energy,Energy,NIM,
^NQDMXUS60EUR,Nasdaq DM Ex US Energy EUR Inde,EUR,"The Nasdaq DM Ex US Energy EUR Index tracks the performance of companies in the Energy sector within developed markets, excluding the United States, calculated in Euros. It aims to reflect the performance of companies involved in oil, gas, and other energy-related activities. The index focuses on a specific sector within developed markets.",Energy,Energy,NIM,
