symbol,name,base_currency,quote_currency,summary,exchange
INRKRW=X,INR/KRW,INR,KRW,"The foreign exchange rate between the Indian Rupee (INR) and the South Korean Won (KRW). It indicates how many South Korean Won are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRMYR=X,INR/MYR,INR,MYR,"The foreign exchange rate between the Indian Rupee (INR) and the Malaysian Ringgit (MYR). It indicates how many Malaysian Ringgits are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRMYX=X,INR/MYX,INR,MYX,,CCY
INRNZD=X,INR/NZD,INR,NZD,"The foreign exchange rate between the Indian Rupee (INR) and the New Zealand Dollar (NZD). It indicates how many New Zealand Dollars are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INROMR=X,INR/OMR,INR,OMR,"The foreign exchange rate between the Indian Rupee (INR) and the Omani Rial (OMR). It indicates how many Omani Rial are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRPHP=X,INR/PHP,INR,PHP,"The foreign exchange rate between the Indian Rupee (INR) and the Philippine Peso (PHP). It indicates how many Philippine Pesos are needed to purchase one Indian Rupee. Currency exchange rates are influenced by various economic factors, including inflation, interest rates, and trade balances.",CCY
INRPKR=X,INR/PKR,INR,PKR,"The exchange rate between the Indian Rupee (INR) and the Pakistani Rupee (PKR), reflecting the relative value of the two currencies in the foreign exchange market",CCY
INRPLN=X,INR/PLN,INR,PLN,"The exchange rate between the Indian Rupee (INR) and the Polish Zloty (PLN), reflecting the relative value of the two currencies in the foreign exchange market",CCY
INRPLX=X,INR/PLX,INR,PLX,,CCY
INRRUB=X,INR/RUB,INR,RUB,"The exchange rate between the Indian Rupee (INR) and the Russian Ruble (RUB), reflecting the relative value of the two currencies in the foreign exchange market",CCY
INRRUX=X,INR/RUX,INR,RUX,,CCY
INRSGD=X,INR/SGD,INR,SGD,"The exchange rate between the Indian Rupee (INR) and the Singapore Dollar (SGD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
INRTHB=X,INR/THB,INR,THB,"The exchange rate between the Indian Rupee (INR) and the Thai Baht (THB), reflecting the relative value of the two currencies in the foreign exchange market",CCY
INRTHX=X,INR/THX,INR,THX,,CCY
INRTWD=X,INR/TWD,INR,TWD,"The exchange rate between the Indian Rupee (INR) and the New Taiwan Dollar (TWD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
INRUSD=X,INR/USD,INR,USD,"The exchange rate between the Indian Rupee (INR) and the US Dollar (USD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
INRXCU=X,INR/XCU,INR,XCU,,CCY
INRXDR=X,INR/XDR,INR,XDR,"The exchange rate between the Indian Rupee (INR) and the Special Drawing Rights (XDR), which is an international reserve asset created by the International Monetary Fund (IMF)",CCY
INRZAR=X,INR/ZAR,INR,ZAR,"The exchange rate between the Indian Rupee (INR) and the South African Rand (ZAR), reflecting the relative value of the two currencies in the foreign exchange market",CCY
IQD=X,USD/IQD,USD,IQD,"The exchange rate between the US Dollar (USD) and the Iraqi Dinar (IQD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
IQDBRX=X,IQD/BRX,IQD,BRX,,CCY
IQDTHX=X,IQD/THX,IQD,THX,,CCY
IQDUSD=X,IQD/USD,IQD,USD,"The exchange rate between the Iraqi Dinar (IQD) and the US Dollar (USD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
IRR=X,USD/IRR,USD,IRR,"The exchange rate between the US Dollar (USD) and the Iranian Rial (IRR), reflecting the relative value of the two currencies in the foreign exchange market",CCY
IRRBRX=X,IRR/BRX,IRR,BRX,,CCY
IRRJPY=X,IRR/JPY,IRR,JPY,"The exchange rate between the Iranian Rial (IRR) and the Japanese Yen (JPY), reflecting the relative value of the two currencies in the foreign exchange market",CCY
IRRUSD=X,IRR/USD,IRR,USD,"The exchange rate between the Iranian Rial (IRR) and the US Dollar (USD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
ISK=X,USD/ISK,USD,ISK,"The exchange rate between the US Dollar (USD) and the Icelandic Króna (ISK), reflecting the relative value of the two currencies in the foreign exchange market",CCY
ISKBRX=X,ISK/BRX,ISK,BRX,,CCY
ISKCHF=X,ISK/CHF,ISK,CHF,"The exchange rate between the Icelandic Króna (ISK) and the Swiss Franc (CHF), reflecting the relative value of the two currencies in the foreign exchange market",CCY
ISKDKK=X,ISK/DKK,ISK,DKK,"The exchange rate between the Icelandic Króna (ISK) and the Danish Krone (DKK), reflecting the relative value of the two currencies in the foreign exchange market",CCY
ISKDKX=X,ISK/DKX,ISK,DKX,,CCY
ISKEUR=X,ISK/EUR,ISK,EUR,"The exchange rate between the Icelandic Króna (ISK) and the Euro (EUR), reflecting the relative value of the two currencies in the foreign exchange market",CCY
ISKGBP=X,ISK/GBP,ISK,GBP,"The exchange rate between the Icelandic Króna (ISK) and the British Pound (GBP), reflecting the relative value of the two currencies in the foreign exchange market",CCY
ISKHUX=X,ISK/HUX,ISK,HUX,,CCY
ISKPLX=X,ISK/PLX,ISK,PLX,,CCY
ISKUSD=X,ISK/USD,ISK,USD,"The exchange rate between the Icelandic Króna (ISK) and the US Dollar (USD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
ISX=X,USD/ISX,USD,ISX,The exchange rate between the US dollar (USD) and the Iraqi Stock Exchange index (ISX). It indicates how many units of USD are needed to purchase one unit of the ISX index. The ISX is a stock market index that tracks the performance of publicly traded companies in Iraq.,CCY
JMD=X,USD/JMD,USD,JMD,"The exchange rate between the US Dollar (USD) and the Jamaican Dollar (JMD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JMDBRX=X,JMD/BRX,JMD,BRX,,CCY
JMDGBP=X,JMD/GBP,JMD,GBP,"The exchange rate between the Jamaican Dollar (JMD) and the British Pound (GBP), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JMDUSD=X,JMD/USD,JMD,USD,"The exchange rate between the Jamaican Dollar (JMD) and the US Dollar (USD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JOD=X,USD/JOD,USD,JOD,"The exchange rate between the US Dollar (USD) and the Jordanian Dinar (JOD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JODBRX=X,JOD/BRX,JOD,BRX,,CCY
JODEUR=X,JOD/EUR,JOD,EUR,"The exchange rate between the Jordanian Dinar (JOD) and the Euro (EUR), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JODGBP=X,JOD/GBP,JOD,GBP,"The exchange rate between the Jordanian Dinar (JOD) and the British Pound (GBP), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JODTHX=X,JOD/THX,JOD,THX,,CCY
JODUSD=X,JOD/USD,JOD,USD,"The exchange rate between the Jordanian Dinar (JOD) and the US Dollar (USD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPY=X,USD/JPY,USD,JPY,"The exchange rate between the US Dollar (USD) and the Japanese Yen (JPY), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYAED=X,JPY/AED,JPY,AED,"The exchange rate between the Japanese Yen (JPY) and the United Arab Emirates Dirham (AED), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYAFN=X,JPY/AFN,JPY,AFN,"The exchange rate between the Japanese Yen (JPY) and the Afghan Afghani (AFN), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYALL=X,JPY/ALL,JPY,ALL,"The exchange rate between the Japanese Yen (JPY) and the Albanian Lek (ALL), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYAMD=X,JPY/AMD,JPY,AMD,"The exchange rate between the Japanese Yen (JPY) and the Armenian Dram (AMD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYANG=X,JPY/ANG,JPY,ANG,"The exchange rate between the Japanese Yen (JPY) and the Netherlands Antillean Guilder (ANG), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYAOA=X,JPY/AOA,JPY,AOA,"The exchange rate between the Japanese Yen (JPY) and the Angolan Kwanza (AOA), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYARS=X,JPY/ARS,JPY,ARS,"The exchange rate between the Japanese Yen (JPY) and the Argentine Peso (ARS), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYAUD=X,JPY/AUD,JPY,AUD,"The exchange rate between the Japanese Yen (JPY) and the Australian Dollar (AUD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYAWG=X,JPY/AWG,JPY,AWG,"The exchange rate between the Japanese Yen (JPY) and the Aruban Florin (AWG), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYAZN=X,JPY/AZN,JPY,AZN,"The exchange rate between the Japanese Yen (JPY) and the Azerbaijani Manat (AZN), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBAM=X,JPY/BAM,JPY,BAM,"The exchange rate between the Japanese Yen (JPY) and the Bosnia-Herzegovina Convertible Mark (BAM), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBBD=X,JPY/BBD,JPY,BBD,"The exchange rate between the Japanese Yen (JPY) and the Barbadian Dollar (BBD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBDT=X,JPY/BDT,JPY,BDT,"The exchange rate between the Japanese Yen (JPY) and the Bangladeshi Taka (BDT), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBGN=X,JPY/BGN,JPY,BGN,"The exchange rate between the Japanese Yen (JPY) and the Bulgarian Lev (BGN), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBHD=X,JPY/BHD,JPY,BHD,"The exchange rate between the Japanese Yen (JPY) and the Bahraini Dinar (BHD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBIF=X,JPY/BIF,JPY,BIF,"The exchange rate between the Japanese Yen (JPY) and the Burundian Franc (BIF), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBMD=X,JPY/BMD,JPY,BMD,"The exchange rate between the Japanese Yen (JPY) and the Bermudian Dollar (BMD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBND=X,JPY/BND,JPY,BND,"The exchange rate between the Japanese Yen (JPY) and the Brunei Dollar (BND), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBOB=X,JPY/BOB,JPY,BOB,"The exchange rate between the Japanese Yen (JPY) and the Bolivian Boliviano (BOB), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBRL=X,JPY/BRL,JPY,BRL,"The exchange rate between the Japanese Yen (JPY) and the Brazilian Real (BRL), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBRX=X,JPY/BRX,JPY,BRX,,CCY
JPYBSD=X,JPY/BSD,JPY,BSD,"The exchange rate between the Japanese Yen (JPY) and the Bahamian Dollar (BSD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBTN=X,JPY/BTN,JPY,BTN,"The exchange rate between the Japanese Yen (JPY) and the Bhutanese Ngultrum (BTN), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBWP=X,JPY/BWP,JPY,BWP,"The exchange rate between the Japanese Yen (JPY) and the Botswanan Pula (BWP), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBYN=X,JPY/BYN,JPY,BYN,"The exchange rate between the Japanese Yen (JPY) and the Belarusian Ruble (BYN), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYBZD=X,JPY/BZD,JPY,BZD,"The exchange rate between the Japanese Yen (JPY) and the Belize Dollar (BZD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYCAD=X,JPY/CAD,JPY,CAD,"The exchange rate between the Japanese Yen (JPY) and the Canadian Dollar (CAD), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYCAX=X,JPY/CAX,JPY,CAX,,CCY
JPYCDF=X,JPY/CDF,JPY,CDF,"The exchange rate between the Japanese Yen (JPY) and the Congolese Franc (CDF), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYCHF=X,JPY/CHF,JPY,CHF,"The exchange rate between the Japanese Yen (JPY) and the Swiss Franc (CHF), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYCLF=X,JPY/CLF,JPY,CLF,"The exchange rate between the Japanese Yen (JPY) and the Chilean Unidad de Fomento (CLF), which is an inflation-indexed unit of account used in Chile",CCY
JPYCLP=X,JPY/CLP,JPY,CLP,"The exchange rate between the Japanese Yen (JPY) and the Chilean Peso (CLP), reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYCNH=X,JPY/CNH,JPY,CNH,"The exchange rate between the Japanese Yen (JPY) and the Chinese Yuan Renminbi (CNH), traded offshore, reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYCNY=X,JPY/CNY,JPY,CNY,"The exchange rate between the Japanese Yen (JPY) and the Chinese Yuan Renminbi (CNY), traded onshore, reflecting the relative value of the two currencies in the foreign exchange market",CCY
JPYCOP=X,JPY/COP,JPY,COP,"The exchange rate between the Japanese Yen (JPY) and the Colombian Peso (COP), reflecting the relative value of the two currencies in the foreign exchange market",CCY
