symbol,name,currency,summary,family,exchange
IJLXX,JPMorgan Liquid Assets Money Market Fund,USD,"JPMorgan Liquid Assets Money Market Fund aims to maximize current income consistent with the preservation of capital and liquidity. It invests in a diversified portfolio of high-quality, short-term money market instruments. JPMorgan Chase & Co., a global financial services leader based in New York City, manages the fund.",JPMorgan Trust II,NAS
IJMXX,JPMorgan Municipal Money Market Fund,USD,"JPMorgan Municipal Money Market Fund seeks to provide current income exempt from federal income tax, consistent with the preservation of capital and liquidity, by investing in short-term municipal obligations. JPMorgan Chase & Co., headquartered in New York City, manages the fund. The fund offers tax-advantaged investment options for investors.",JPMorgan Trust II,NAS
IJTXX,JPMorgan U.S. Treasury Plus Money Market Fund,USD,"JPMorgan U.S. Treasury Plus Money Market Fund seeks to maximize current income to the extent consistent with the preservation of capital and maintenance of liquidity by investing primarily in U.S. Treasury securities and repurchase agreements backed by U.S. Treasury securities, and other eligible securities. JPMorgan Chase & Co., headquartered in New York City, is a leading global financial services firm. The fund offers investors a focus on safety and liquidity.",JPMorgan Trust II,NAS
ILFXX,,USD,,,NAS
ILMXX,,USD,,,NAS
ILPXX,,USD,,,NAS
ILTXX,,USD,,,NAS
IMPXX,,USD,,,NAS
IMRXX,Invesco Premier Portfolio,USD,"Invesco Premier Portfolio seeks to provide current income consistent with stability of principal and liquidity by investing in high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm. The fund aims to provide a conservative approach to cash management.",AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust),NAS
IMSXX,Voya Government Money Market Portfolio,USD,"Voya Government Money Market Portfolio seeks to provide current income consistent with the preservation of capital and maintenance of liquidity by investing primarily in U.S. government securities and repurchase agreements backed by such securities. Voya Financial, headquartered in New York City, is a financial services company. The portfolio offers investors a focus on safety and liquidity.",,NAS
INAXX,Government Money Market Fund,USD,"Government Money Market Fund aims to provide current income consistent with preserving capital and maintaining liquidity. It invests in a variety of short-term U.S. government securities, repurchase agreements, and cash. The fund is designed for investors seeking a low-risk option for their short-term cash.",AIM Investment Securities Funds (Invesco Investment Securities Funds),NAS
INFXX,Institutional Fiduciary Trust Money Market Fund,USD,"Institutional Fiduciary Trust Money Market Fund seeks to provide current income consistent with the preservation of capital and maintenance of liquidity by investing in high-quality, short-term money market instruments. The fund is managed by a team of investment professionals. The fund is designed for institutional investors.",,NAS
INRXX,,USD,,,NAS
INVXX,Government Money Market Fund,USD,"Government Money Market Fund aims to provide current income consistent with preserving capital and maintaining liquidity. It invests in a variety of short-term U.S. government securities, repurchase agreements, and cash. The fund is designed for investors seeking a low-risk option for their short-term cash.",AIM Investment Securities Funds (Invesco Investment Securities Funds),NAS
IOAXX,,USD,,,NAS
IOSXX,,USD,,,NAS
IPAXX,,USD,,,NAS
IPLXX,Voya Liquid Assets Portfolio,USD,"Voya Liquid Assets Portfolio seeks to provide current income consistent with the preservation of capital and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Voya Financial, headquartered in New York City, is a financial services company. The portfolio offers investors a diversified approach to cash management.",Voya Investors Trust,NAS
IPMXX,,USD,,,NAS
IPOXX,,USD,,,NAS
IPPXX,Invesco Premier Portfolio,USD,"Invesco Premier Portfolio seeks to provide current income consistent with stability of principal and liquidity by investing in high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm. The fund aims to provide a conservative approach to cash management.",AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust),NAS
IPSXX,,USD,,,NAS
IPTXX,Invesco Premier Portfolio,USD,"Invesco Premier Portfolio seeks to provide current income consistent with stability of principal and liquidity by investing in high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm. The fund aims to provide a conservative approach to cash management.",AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust),NAS
IPVXX,Invesco Premier Portfolio,USD,"Invesco Premier Portfolio seeks to provide current income consistent with stability of principal and liquidity by investing in high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm. The fund aims to provide a conservative approach to cash management.",AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust),NAS
IRAXX,,USD,,,NAS
IRCXX,Invesco Premier Portfolio,USD,"Invesco Premier Portfolio seeks to provide current income consistent with stability of principal and liquidity by investing in high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm. The fund aims to provide a conservative approach to cash management.",AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust),NAS
IRSXX,,USD,,,NAS
IRVXX,Invesco Premier Portfolio,USD,"Invesco Premier Portfolio seeks to provide current income consistent with stability of principal and liquidity by investing in high-quality, short-term money market instruments. Invesco, headquartered in Atlanta, Georgia, is a global investment management firm. The fund aims to provide a conservative approach to cash management.",AIM Treasurer's Series Trust (Invesco Treasurer's Series Trust),NAS
ISPXX,Voya Liquid Assets Portfolio,USD,"Voya Liquid Assets Portfolio seeks to provide current income consistent with the preservation of capital and liquidity by investing in a diversified portfolio of high-quality, short-term money market instruments. Voya Financial, headquartered in New York City, is a financial services company. The portfolio offers investors a diversified approach to cash management.",Voya Investors Trust,NAS
ISVXX,,USD,,,NAS
